id,target
452,0.016577646
453,0.077297926
459,0.29802758
461,0.09211618
464,0.028302059
465,0.071798876
467,0.04456106
469,0.0928799
470,0.5330795
475,0.89087963
476,0.029459191
483,0.45568788
484,0.042586472
485,0.05850026
488,0.2960653
493,0.7545045
495,0.305261
498,0.16604345
499,0.028507244
501,0.32451615
505,0.1208967
507,0.014309798
514,0.06478151
519,0.8019078
520,0.5894249
524,0.027292497
527,0.029954545
528,0.33509806
529,0.0030714162
530,0.017598618
531,0.4699586
533,0.753228
536,0.11819226
537,0.082228
538,0.028326971
540,0.08633611
541,0.07778234
543,0.15781845
544,0.6051471
548,0.10218226
552,0.03151404
555,0.4712284
556,0.70427567
557,0.1298154
558,0.047091205
560,0.29077822
563,0.012860333
567,0.16147748
573,0.010750812
574,0.23561136
576,0.7049917
578,0.024082433
580,0.041376255
581,0.04415213
582,0.054259725
583,0.0061618625
584,0.021134008
586,0.036176205
587,0.042374525
591,0.05221062
592,0.80573106
593,0.026926506
595,0.028611915
597,0.1300556
601,0.15556544
603,0.09097622
605,0.00929544
608,0.14183481
611,0.0899927
612,0.04820156
617,0.08079011
619,0.74974734
622,0.11663804
623,0.49235657
624,0.87189645
625,0.047532134
630,0.04714641
632,0.20348336
634,0.016544152
637,0.022989726
638,0.64237905
640,0.016162248
642,0.6097089
644,0.31727627
647,0.09078101
648,0.92317164
649,0.22153907
650,0.018587625
653,0.04034061
655,0.06310098
658,0.1508569
660,0.05079153
664,0.22878303
665,0.16047283
666,0.03754161
667,0.3092187
668,0.15673427
672,0.17618011
674,0.34565455
675,0.93408
676,0.48282644
677,0.67151713
678,0.0077696075
679,0.04930792
680,0.023664763
682,0.07173088
683,0.24280281
686,0.6648513
692,0.019054027
694,0.04614816
695,0.26967928
696,0.014694733
701,0.16866256
707,0.0129825035
708,0.8879341
713,0.063319914
715,0.12427264
716,0.39316615
724,0.15410914
726,0.27033055
727,0.036697436
731,0.88811505
736,0.22508344
737,0.0142937815
738,0.047466572
740,0.44693005
741,0.34506997
745,0.28840777
746,0.01333012
747,0.15268086
748,0.9151493
749,0.5190356
753,0.1001059
755,0.06115979
758,0.6044529
762,0.97246325
765,0.11239101
770,0.051560268
772,0.035654493
774,0.42348483
776,0.21643879
778,0.11343221
779,0.07877215
781,0.4569775
783,0.8585834
784,0.086556904
785,0.5124713
786,0.048722982
791,0.09208017
796,0.48861662
797,0.72062176
802,0.041473456
807,0.06170452
815,0.08871199
816,0.027937436
818,0.12447705
821,0.36375824
822,0.050520882
828,0.6671689
833,0.8247003
835,0.25269583
836,0.42670947
837,0.07730372
840,0.6422024
843,0.5669654
850,0.044194184
852,0.8277371
856,0.37291273
857,0.010583328
859,0.4716384
861,0.10897068
862,0.08450983
863,0.37333906
864,0.944616
865,0.025881542
869,0.26936808
872,0.16862021
876,0.03976622
877,0.009767887
878,0.34643868
880,0.29141563
883,0.31572238
888,0.9026574
889,0.06783827
890,0.261651
894,0.08986671
896,0.34387037
898,0.46950594
903,0.8623754
905,0.39991984
906,0.02437032
907,0.071521044
908,0.23810376
911,0.18647468
914,0.62165993
918,0.092343114
919,0.059851915
920,0.0829566
922,0.19064319
923,0.09197894
924,0.63004804
925,0.031229855
930,0.7805604
931,0.43659106
933,0.06061098
934,0.11308733
936,0.094276205
937,0.5784694
942,0.09524531
944,0.7136357
951,0.03234466
952,0.046915494
953,0.37032115
959,0.14051366
961,0.05716477
962,0.049690407
964,0.14838919
967,0.17339073
968,0.053713758
971,0.04738553
973,0.044523027
975,0.048079267
976,0.2353101
977,0.27688694
982,0.21270485
983,0.10477547
984,0.20806311
985,0.44105098
989,0.010663034
991,0.07581239
994,0.30778012
996,0.9630563
1000,0.66343355
1005,0.9180798
1008,0.027786423
1009,0.042919956
1010,0.16079463
1018,0.13170475
1019,0.013199343
1021,0.022823604
1024,0.44687644
1025,0.029960852
1028,0.88555896
1030,0.02118271
1031,0.6413122
1032,0.58909357
1033,0.08879311
1034,0.080561824
1037,0.7110632
1042,0.19036135
1045,0.007563882
1046,0.5117689
1047,0.45449436
1048,0.029899707
1049,0.8180223
1055,0.35531834
1061,0.056602523
1069,0.16229144
1072,0.142768
1073,0.5459623
1075,0.7670297
1076,0.20096676
1086,0.10640651
1087,0.6579398
1088,0.59253865
1089,0.26362
1091,0.012385605
1093,0.06551638
1094,0.77851164
1097,0.12926689
1098,0.39995092
1102,0.5803866
1103,0.20196989
1105,0.6657171
1108,0.22198813
1117,0.058365714
1126,0.058580693
1136,0.006287339
1143,0.19930562
1144,0.12118466
1145,0.6620297
1147,0.071405776
1148,0.059857458
1151,0.31968427
1155,0.90767527
1157,0.30670598
1158,0.017587846
1159,0.68319136
1162,0.06362079
1164,0.01573756
1165,0.020086598
1169,0.043394364
1171,0.6066832
1173,0.075943954
1174,0.49537185
1175,0.18977045
1177,0.093704544
1178,0.24051476
1179,0.05267156
1180,0.037233274
1181,0.11391877
1182,0.27200115
1183,0.03129734
1186,0.115265444
1189,0.53389335
1191,0.16711481
1192,0.5038294
1193,0.34815064
1195,0.008780785
1196,0.34231856
1197,0.5658472
1198,0.0576859
1199,0.57650244
1202,0.052041177
1203,0.09425312
1210,0.039882522
1211,0.24100563
1217,0.02622959
1218,0.028983342
1220,0.852946
1223,0.03558663
1224,0.47551826
1225,0.87391895
1227,0.06875706
1237,0.04267509
1238,0.63551486
1244,0.15455256
1246,0.016538806
1249,0.023703802
1250,0.019000394
1254,0.9568622
1257,0.14568636
1258,0.010133257
1262,0.00844276
1269,0.8254748
1270,0.26514453
1273,0.042316347
1274,0.14725988
1275,0.793297
1277,0.06927545
1278,0.059263874
1283,0.021534264
1284,0.7447731
1286,0.9297892
1292,0.20530753
1296,0.07582401
1300,0.05447348
1301,0.06284197
1308,0.023841798
1312,0.089585595
1313,0.64938736
1314,0.045823846
1316,0.0417259
1317,0.39470267
1318,0.64429873
1321,0.3117735
1323,0.836841
1324,0.08340287
1326,0.8353537
1327,0.28391057
1328,0.7101667
1329,0.37906197
1333,0.009835742
1335,0.16144657
1341,0.29227507
1343,0.10715565
1344,0.046739914
1349,0.28184158
1350,0.06816875
1357,0.9046867
1360,0.04145905
1363,0.088859454
1365,0.009934027
1367,0.08291349
1373,0.18019858
1374,0.048923235
1378,0.077667005
1379,0.79447716
1381,0.12523559
1386,0.8122047
1389,0.038247243
1392,0.007909398
1393,0.08528182
1394,0.0531404
1397,0.032880567
1400,0.44063783
1402,0.042940736
1403,0.021641904
1405,0.04075869
1407,0.103901446
1414,0.68567455
1417,0.02123075
1420,0.11699765
1422,0.21981868
1423,0.02053464
1425,0.023876626
1436,0.034012683
1443,0.08916526
1451,0.5837978
1457,0.9748224
1460,0.71309227
1461,0.52897125
1462,0.3039042
1466,0.0909516
1467,0.05730335
1468,0.6202871
1469,0.19110872
1473,0.026588596
1474,0.030663272
1476,0.015416032
1477,0.45817354
1478,0.06333622
1479,0.16782404
1480,0.92186934
1483,0.18910344
1484,0.2599021
1485,0.24824741
1492,0.025956417
1498,0.1579491
1500,0.08423657
1501,0.055165302
1503,0.85872006
1505,0.38950628
1506,0.03639498
1508,0.53512764
1510,0.12658465
1511,0.8353155
1513,0.019541519
1514,0.1617382
1516,0.8091884
1519,0.11950883
1523,0.046026416
1524,0.01776137
1533,0.023808949
1535,0.10522906
1538,0.27092376
1541,0.10521367
1542,0.10338299
1544,0.03868822
1545,0.7002841
1549,0.10633165
1550,0.013764066
1551,0.07446149
1554,0.16176735
1563,0.14456397
1571,0.95500344
1574,0.5800401
1577,0.20316409
1579,0.078163125
1580,0.036272958
1581,0.23747234
1582,0.031876817
1583,0.16010638
1585,0.098651975
1586,0.81128633
1591,0.16396938
1595,0.16598387
1599,0.11406644
1600,0.09472693
1604,0.06756234
1606,0.76587564
1607,0.0481152
1612,0.11092386
1615,0.03846418
1618,0.9822696
1619,0.84484076
1620,0.92654127
1621,0.85114884
1622,0.041825484
1623,0.05049301
1624,0.0060839662
1629,0.016945897
1631,0.058072764
1635,0.07897573
1637,0.9833273
1639,0.026895458
1640,0.03666066
1642,0.009062087
1643,0.062444318
1644,0.06451926
1645,0.8031334
1649,0.2225888
1650,0.023096042
1651,0.053905882
1654,0.041776925
1655,0.019672763
1656,0.11935224
1660,0.096266285
1663,0.20396295
1665,0.11977511
1666,0.33276346
1668,0.84968185
1670,0.090450734
1671,0.9710978
1673,0.6253629
1674,0.046033423
1675,0.028708035
1677,0.73597735
1678,0.23593488
1679,0.47329068
1681,0.09872234
1684,0.17398869
1686,0.90252143
1687,0.403875
1690,0.5153627
1692,0.83379614
1695,0.9842966
1696,0.3720092
1697,0.69526505
1699,0.24379909
1700,0.1027379
1701,0.085786566
1705,0.7454681
1707,0.016559457
1713,0.7890808
1714,0.022328008
1717,0.011886537
1719,0.1987684
1721,0.91162705
1722,0.027654681
1723,0.5237661
1724,0.066131115
1727,0.05078594
1729,0.04024776
1733,0.050643817
1734,0.99397606
1737,0.031742044
1738,0.6565067
1743,0.24487619
1745,0.42575094
1748,0.6396961
1749,0.95698607
1751,0.03101757
1753,0.016056418
1754,0.012503493
1759,0.06871832
1761,0.21579774
1762,0.032810066
1764,0.98696196
1768,0.26271102
1772,0.15422654
1774,0.03643861
1775,0.01103919
1780,0.029441329
1782,0.021220427
1783,0.69053453
1794,0.46811512
1795,0.075264886
1796,0.06790517
1797,0.052235518
1798,0.09820934
1799,0.29045346
1801,0.17409043
1803,0.029489258
1806,0.024103977
1807,0.13659766
1810,0.016004572
1811,0.16314152
1813,0.08291565
1816,0.024427207
1823,0.19331086
1825,0.44236994
1826,0.081593856
1830,0.056990955
1831,0.11040485
1832,0.85119385
1836,0.01227075
1837,0.9824555
1839,0.52897495
1840,0.5239827
1844,0.64057094
1846,0.09637337
1851,0.08473252
1855,0.2385925
1860,0.57564104
1872,0.0069981893
1873,0.06257204
1876,0.06975163
1877,0.15936333
1878,0.0064844224
1880,0.091412775
1884,0.20064571
1885,0.4214663
1886,0.39235118
1894,0.02259138
1895,0.9923258
1896,0.88614607
1898,0.007839598
1902,0.021684598
1903,0.6224308
1905,0.2271078
1906,0.097294345
1908,0.025569366
1909,0.25809723
1910,0.22117223
1911,0.1559008
1914,0.0503345
1916,0.26620716
1917,0.5573577
1921,0.033609618
1923,0.710246
1926,0.16980745
1928,0.15114902
1934,0.045499563
1935,0.033244915
1936,0.09152637
1937,0.34996304
1938,0.2194573
1940,0.09949074
1941,0.96451557
1943,0.75425524
1946,0.75052565
1948,0.32998797
1953,0.9732587
1954,0.2535009
1964,0.11290307
1966,0.8427229
1967,0.019493476
1968,0.9552051
1970,0.009115468
1971,0.4425976
1977,0.003919501
1978,0.951583
1980,0.8238227
1985,0.73684114
1987,0.085347235
1991,0.37656152
1993,0.14154083
1994,0.57888824
1998,0.97070944
1999,0.15600653
2000,0.83049166
2001,0.03005184
2003,0.6840549
2004,0.2884954
2005,0.09720911
2006,0.0032786499
2010,0.79027367
2012,0.006849348
2014,0.011701119
2016,0.11820181
2019,0.04714654
2021,0.06439633
2022,0.017566603
2023,0.09345931
2026,0.0053930604
2029,0.01602996
2031,0.15681219
2034,0.81014
2036,0.6945104
2038,0.15091924
2039,0.019193944
2044,0.10209153
2046,0.2739612
2048,0.012874209
2054,0.008766313
2055,0.74163616
2058,0.65761346
2061,0.043509472
2063,0.17492655
2066,0.08716701
2069,0.045741763
2072,0.17880988
2073,0.018886393
2077,0.92741984
2084,0.011923568
2085,0.86206555
2087,0.7512857
2089,0.34474614
2090,0.030573456
2091,0.051534586
2092,0.6411317
2093,0.4277539
2098,0.057958
2100,0.08561791
2101,0.07194698
2104,0.8232398
2111,0.24897815
2112,0.051143732
2113,0.41049516
2115,0.44711357
2117,0.044669107
2118,0.15581389
2121,0.31269985
2126,0.9492909
2130,0.30843765
2132,0.08997023
2134,0.1556314
2137,0.019254468
2138,0.61127484
2140,0.018760988
2141,0.10630086
2142,0.16257712
2144,0.5787669
2145,0.10246012
2146,0.16663232
2147,0.013560516
2150,0.41551343
2151,0.09129947
2154,0.2536198
2155,0.009002271
2156,0.6596224
2157,0.9179021
2158,0.7887655
2164,0.024500096
2169,0.28144503
2170,0.05843011
2172,0.093568146
2179,0.6423694
2181,0.080857754
2185,0.07036337
2188,0.025849715
2189,0.14032044
2191,0.4715191
2194,0.07163572
2201,0.1296073
2202,0.10409478
2203,0.081847034
2204,0.030025395
2207,0.73902196
2210,0.02653645
2212,0.24076022
2213,0.9276458
2217,0.22002912
2218,0.008699254
2225,0.69402665
2227,0.45696545
2230,0.23605494
2232,0.584949
2233,0.100467265
2239,0.0922102
2243,0.9690966
2245,0.95812744
2249,0.03484655
2251,0.76877725
2254,0.09439068
2258,0.6022495
2259,0.8857746
2260,0.055022553
2262,0.25742555
2263,0.040104583
2264,0.028096512
2265,0.1433803
2266,0.7200676
2273,0.168523
2276,0.10138817
2279,0.44730434
2281,0.25915942
2284,0.05551183
2285,0.89531755
2288,0.005771566
2291,0.060870845
2294,0.12796317
2300,0.03688259
2301,0.38418058
2302,0.046075653
2303,0.18652809
2304,0.9382089
2306,0.106598645
2307,0.3009216
2309,0.07324716
2310,0.25828812
2311,0.9094165
2313,0.044229098
2314,0.022770379
2316,0.028591936
2318,0.021037076
2321,0.02013168
2325,0.06387327
2327,0.3994522
2328,0.8566124
2329,0.83809453
2334,0.052380465
2335,0.09225512
2336,0.64559966
2338,0.026229687
2342,0.20009744
2344,0.23402473
2347,0.5175132
2348,0.033346973
2352,0.076872386
2355,0.019044561
2356,0.014589473
2357,0.08415935
2361,0.08936144
2364,0.78907555
2365,0.037947424
2366,0.47360387
2367,0.1178562
2373,0.044515718
2376,0.11552461
2377,0.07299997
2378,0.20862558
2379,0.58344203
2380,0.08639549
2381,0.81354994
2384,0.016823977
2386,0.46287048
2388,0.07013911
2390,0.29458597
2392,0.077771164
2393,0.04999333
2394,0.9858641
2395,0.2129052
2397,0.015630504
2400,0.3363641
2403,0.07041259
2406,0.55012053
2407,0.08790538
2408,0.01774495
2411,0.1554152
2413,0.87819064
2417,0.067137204
2422,0.031033866
2425,0.009426499
2426,0.95401347
2429,0.67060864
2432,0.08839133
2435,0.05759253
2437,0.014765763
2438,0.7635607
2440,0.012578137
2443,0.019373914
2444,0.2527552
2445,0.0053516733
2448,0.017217577
2450,0.0059186136
2451,0.02327659
2455,0.29925245
2456,0.015080481
2458,0.7988726
2460,0.3914539
2461,0.6153147
2463,0.081000455
2467,0.016723817
2469,0.07060283
2473,0.029783655
2476,0.1862609
2482,0.31246278
2486,0.14460278
2488,0.8216918
2492,0.030425163
2493,0.38956445
2496,0.012848637
2497,0.05803817
2501,0.0022487147
2505,0.07042129
2509,0.12632103
2510,0.59632105
2511,0.049644098
2512,0.38106245
2514,0.83887607
2516,0.004054636
2519,0.03602439
2521,0.50018674
2524,0.054764856
2526,0.32208616
2531,0.03310873
2534,0.42540178
2537,0.020699503
2541,0.12738058
2542,0.01768235
2543,0.02791875
2546,0.043564197
2549,0.1745975
2550,0.0732891
2552,0.059452415
2553,0.03806087
2554,0.71424645
2559,0.11572728
2562,0.08002262
2566,0.2934984
2569,0.027055323
2577,0.06915374
2578,0.23460168
2581,0.2782171
2583,0.009235311
2584,0.085494295
2585,0.17355675
2588,0.03370524
2589,0.4014003
2590,0.06976831
2596,0.12842883
2597,0.06553275
2599,0.14007938
2601,0.07060293
2602,0.9037404
2604,0.0901187
2608,0.322839
2610,0.60448074
2615,0.29210007
2616,0.15471336
2617,0.007884812
2618,0.06054211
2619,0.02825421
2620,0.0071379277
2624,0.17341386
2626,0.09081491
2631,0.08872375
2632,0.14779481
2634,0.034373246
2635,0.009382436
2637,0.14687057
2643,0.045401182
2644,0.9453087
2645,0.09071419
2647,0.18780282
2648,0.031538013
2650,0.6406742
2651,0.024187366
2652,0.031199235
2653,0.8818481
2654,0.04834253
2658,0.15978149
2659,0.10712356
2660,0.85448635
2663,0.2944021
2667,0.0073817056
2670,0.035499074
2671,0.048643265
2673,0.0056659034
2675,0.099800296
2679,0.11470811
2680,0.11339451
2683,0.0624564
2690,0.1324761
2691,0.015697902
2699,0.06798607
2700,0.4320749
2701,0.017194008
2704,0.9525481
2707,0.06123458
2709,0.7658239
2710,0.042718824
2711,0.6126652
2712,0.5224378
2719,0.06066637
2720,0.6572506
2721,0.12614265
2723,0.06584114
2732,0.39909685
2734,0.020842705
2735,0.035172135
2737,0.020626426
2744,0.11768617
2748,0.012310668
2749,0.29620516
2753,0.19933687
2755,0.05020099
2756,0.5257189
2758,0.011949411
2759,0.20523757
2761,0.9313566
2765,0.0316538
2772,0.058640152
2778,0.16873237
2786,0.13499473
2789,0.023396099
2792,0.22581558
2801,0.0182496
2802,0.31180587
2812,0.18839605
2813,0.028048629
2815,0.013223487
2816,0.6184976
2817,0.993034
2818,0.014641391
2820,0.42742357
2822,0.022328777
2824,0.12936476
2827,0.2194981
2830,0.45981959
2834,0.037497964
2837,0.032981843
2838,0.24977912
2839,0.12074372
2844,0.3732102
2845,0.008391116
2846,0.13539718
2850,0.02802737
2856,0.05766764
2857,0.09161563
2858,0.29852086
2865,0.07278941
2866,0.23730136
2870,0.28369525
2872,0.027149092
2875,0.015313169
2877,0.008777445
2878,0.53453827
2879,0.32084128
2882,0.013910461
2886,0.095119275
2892,0.6133693
2895,0.09234319
2898,0.16672781
2902,0.03293586
2904,0.15741532
2906,0.01134109
2908,0.82827145
2913,0.06873365
2914,0.09649405
2918,0.99478096
2922,0.025559068
2924,0.30894378
2927,0.27190277
2929,0.027931223
2931,0.67189306
2932,0.008800866
2937,0.12188295
2938,0.45296532
2940,0.3545912
2942,0.120371886
2945,0.021190256
2946,0.081125624
2947,0.063545115
2949,0.34822997
2950,0.12675792
2957,0.025700826
2961,0.42003575
2964,0.5499484
2965,0.19949214
2971,0.08390884
2975,0.16196463
2980,0.19392377
2984,0.04395162
2987,0.12913828
2990,0.94317627
2994,0.045976654
2998,0.07843152
2999,0.31991768
3001,0.1612026
3004,0.016768381
3005,0.38934317
3006,0.011458762
3011,0.27699727
3014,0.2064904
3020,0.5090297
3022,0.12957813
3023,0.69765687
3026,0.2547716
3028,0.19262771
3029,0.68311685
3031,0.2764051
3032,0.033456814
3034,0.09743171
3037,0.045062147
3040,0.03600603
3042,0.9278563
3043,0.10268281
3047,0.26471034
3048,0.2982755
3053,0.060424954
3056,0.02311256
3057,0.033612616
3058,0.07930218
3059,0.09368792
3065,0.092247136
3071,0.13976833
3075,0.11837151
3077,0.3586241
3078,0.0075158724
3082,0.07032589
3083,0.008522562
3087,0.8317583
3088,0.7656234
3089,0.62863654
3091,0.22894712
3092,0.076415725
3093,0.015354734
3095,0.21338505
3098,0.21570897
3103,0.116933145
3104,0.06861908
3105,0.96078444
3114,0.5477299
3118,0.18103115
3119,0.1055675
3123,0.06381635
3125,0.96385497
3133,0.4164323
3143,0.20047736
3145,0.35109407
3147,0.022930171
3148,0.077215694
3150,0.50476146
3156,0.098560095
3159,0.084491335
3160,0.82147306
3163,0.9890426
3164,0.018694285
3165,0.07485967
3166,0.9529358
3168,0.73336756
3170,0.044825144
3171,0.1504981
3177,0.035581037
3178,0.6860641
3180,0.15679044
3185,0.077328235
3190,0.3512052
3191,0.41896167
3192,0.03373625
3193,0.12740257
3196,0.12449487
3197,0.20936836
3199,0.15506126
3206,0.12591147
3211,0.009817199
3216,0.8153843
3217,0.10808054
3218,0.10084989
3221,0.1178421
3223,0.2756813
3229,0.014229655
3230,0.07087327
3233,0.04445459
3235,0.031712607
3236,0.043115404
3242,0.22028947
3246,0.8272679
3250,0.16809402
3252,0.056482792
3258,0.08990733
3260,0.29445007
3262,0.07384251
3266,0.1373529
3267,0.25747603
3268,0.026114767
3270,0.093319364
3280,0.067518346
3281,0.018886048
3282,0.63732064
3283,0.090861574
3284,0.078682415
3285,0.019992976
3286,0.008671541
3287,0.037326228
3288,0.1085814
3289,0.12468753
3291,0.9818366
3292,0.122785985
3293,0.8559137
3295,0.3771222
3296,0.8354371
3297,0.074692905
3306,0.09457484
3311,0.030111434
3312,0.44197074
3314,0.12863822
3318,0.06360108
3321,0.9984328
3325,0.010693254
3329,0.4220882
3330,0.08325019
3332,0.8153533
3333,0.0636342
3334,0.36503577
3336,0.007360939
3338,0.032765184
3339,0.2090306
3340,0.03358507
3341,0.8669902
3342,0.015827205
3344,0.18813442
3345,0.019707361
3347,0.13518971
3348,0.7569263
3350,0.046172697
3351,0.0346441
3352,0.16368774
3354,0.3316605
3357,0.19034965
3358,0.025618937
3361,0.0042392034
3367,0.5449887
3371,0.099442646
3374,0.99006385
3375,0.03896813
3378,0.028210234
3382,0.92789686
3385,0.007792841
3388,0.053459737
3389,0.02895499
3391,0.2585834
3392,0.25992438
3394,0.9820051
3395,0.34552437
3397,0.29312608
3399,0.16437234
3402,0.10598861
3404,0.017860185
3409,0.06524625
3410,0.6941643
3411,0.8743031
3414,0.40598857
3417,0.157868
3418,0.06589026
3420,0.26726148
3428,0.07886765
3429,0.3995639
3432,0.052795764
3437,0.893285
3439,0.014559937
3444,0.919326
3448,0.037270263
3449,0.014222152
3452,0.012893098
3454,0.058018543
3461,0.44202867
3463,0.94523764
3464,0.2892666
3465,0.031666372
3466,0.83032525
3472,0.6892852
3473,0.09105078
3474,0.31083646
3475,0.43523067
3476,0.37988165
3477,0.81365883
3481,0.3771427
3482,0.14172722
3483,0.027033465
3489,0.14481176
3494,0.011412522
3495,0.07362087
3498,0.93214536
3505,0.052809786
3507,0.40763518
3510,0.075389765
3512,0.012121484
3515,0.40849686
3516,0.73977375
3519,0.1030599
3525,0.1590968
3527,0.052650936
3529,0.012650874
3532,0.63593066
3533,0.10231838
3536,0.7498788
3537,0.08980187
3538,0.010437475
3539,0.008305977
3540,0.60362136
3541,0.07002413
3548,0.02004731
3550,0.12446715
3551,0.83703214
3553,0.24063739
3554,0.07786165
3557,0.024850566
3565,0.14134513
3572,0.027949145
3573,0.9920719
3574,0.5039986
3577,0.031313255
3579,0.056111913
3580,0.16106834
3582,0.9714714
3583,0.109028436
3585,0.7415453
3590,0.013099949
3594,0.43071398
3596,0.15250623
3597,0.1818356
3601,0.030619077
3608,0.10890418
3609,0.97188246
3610,0.08966761
3611,0.22431958
3614,0.015594668
3619,0.009375064
3621,0.903197
3625,0.32037967
3627,0.0073616295
3629,0.9557012
3633,0.06590905
3635,0.5851479
3638,0.053069405
3642,0.19249685
3645,0.05054263
3648,0.009127168
3653,0.54335064
3655,0.099702455
3656,0.021423776
3657,0.9942299
3660,0.41381428
3665,0.48567748
3667,0.08039809
3668,0.04974965
3672,0.5536172
3673,0.8477396
3676,0.007229553
3677,0.24960972
3678,0.2064702
3683,0.033924486
3686,0.119746335
3687,0.1327144
3688,0.08113533
3692,0.26957303
3693,0.68835574
3695,0.042466268
3698,0.26733118
3699,0.093950495
3700,0.13076961
3701,0.1440971
3702,0.23754701
3704,0.04552711
3706,0.045339316
3716,0.7798368
3717,0.059123695
3720,0.042461555
3722,0.5717949
3724,0.014405451
3726,0.40724087
3730,0.65996045
3731,0.30397984
3733,0.18627788
3734,0.26358435
3735,0.5855806
3736,0.062465865
3737,0.034694657
3740,0.017739756
3743,0.081557855
3744,0.0099377325
3747,0.14595725
3748,0.8873898
3749,0.14844176
3750,0.082315646
3751,0.76105833
3757,0.9470167
3758,0.028866263
3763,0.06724502
3765,0.30781552
3766,0.17498916
3768,0.052912697
3769,0.01091398
3770,0.08878651
3772,0.85895175
3774,0.1615008
3778,0.2068214
3779,0.007954131
3780,0.835708
3784,0.04271505
3785,0.36334667
3787,0.8593353
3796,0.30518192
3798,0.02002446
3800,0.23979814
3801,0.097262435
3805,0.17390358
3806,0.08831712
3808,0.0047672363
3809,0.56491154
3810,0.99506915
3811,0.51046544
3812,0.03527164
3815,0.0481256
3816,0.81561774
3817,0.13967791
3819,0.109845854
3820,0.028361676
3822,0.038695965
3823,0.75201637
3826,0.38190675
3827,0.051279027
3829,0.1206787
3830,0.014619338
3833,0.027252462
3834,0.8972931
3835,0.0095537305
3836,0.9966498
3837,0.010764396
3843,0.23834306
3844,0.2978655
3845,0.88587695
3846,0.013517357
3847,0.15801978
3849,0.044025555
3852,0.17348556
3853,0.05354253
3854,0.8684894
3856,0.08587215
3857,0.11941714
3858,0.13567717
3859,0.11960614
3862,0.18975556
3864,0.04567872
3867,0.14639966
3868,0.34230024
3869,0.020782266
3870,0.013992694
3871,0.06390315
3872,0.5084088
3874,0.21739696
3875,0.022281615
3876,0.7354315
3877,0.15740429
3879,0.007176695
3881,0.05051003
3885,0.08286066
3888,0.39917773
3890,0.050457988
3891,0.11435828
